Line,CPT-4 Code,CPT-4 Procedure
Pathology and Laboratory,82817,No Longer Valid
Pathology and Laboratory,82820,Hemoglobin-oxygen affinity
Pathology and Laboratory,82926,Assay of gastric acid
Pathology and Laboratory,82927,No Longer Valid
Pathology and Laboratory,82928,Assay of gastric acid
Pathology and Laboratory,82929,No Longer Valid
Pathology and Laboratory,82931,No Longer Valid
Pathology and Laboratory,82932,No Longer Valid
Pathology and Laboratory,82938,Gastrin test
Pathology and Laboratory,82941,Assay of gastrin
Pathology and Laboratory,82942,No Longer Valid
Pathology and Laboratory,82943,Assay of glucagon
Pathology and Laboratory,82944,No Longer Valid
Pathology and Laboratory,82945,Glucose other fluid
Pathology and Laboratory,82946,Glucagon tolerance test
Pathology and Laboratory,82947,"Assay, glucose, blood quant"
Pathology and Laboratory,82948,Reagent strip/blood glucose
Pathology and Laboratory,82949,No Longer Valid
Pathology and Laboratory,82950,Glucose test
Pathology and Laboratory,82951,Glucose tolerance test (GTT)
Pathology and Laboratory,82952,GTT-added samples
Pathology and Laboratory,82953,Glucose-tolbutamide test
Pathology and Laboratory,82954,No Longer Valid
Pathology and Laboratory,82955,Assay of g6pd enzyme
Pathology and Laboratory,82960,Test for G6PD enzyme
Pathology and Laboratory,82961,No Longer Valid
Pathology and Laboratory,82962,Glucose blood test
Pathology and Laboratory,82963,Assay of glucosidase
Pathology and Laboratory,82965,Assay of gdh enzyme
Pathology and Laboratory,82975,Assay of glutamine
Pathology and Laboratory,82977,Assay of GGT
Pathology and Laboratory,82978,Assay of glutathione
Pathology and Laboratory,82979,"Assay, rbc glutathione"
Pathology and Laboratory,82980,Assay of glutethimide
Pathology and Laboratory,82985,Glycated protein
Pathology and Laboratory,82995,No Longer Valid
Pathology and Laboratory,83000,No Longer Valid
Pathology and Laboratory,83001,Gonadotropin (FSH)
Pathology and Laboratory,83002,Gonadotropin (LH)
Pathology and Laboratory,83003,"Assay, growth hormone (hgh)"
Pathology and Laboratory,83004,No Longer Valid
Pathology and Laboratory,83008,Assay of guanosine
Pathology and Laboratory,83009,"H pylori (c-13), blood"
Pathology and Laboratory,83010,"Assay of haptoglobin, quant"
Pathology and Laboratory,83011,No Longer Valid
Pathology and Laboratory,83012,Assay of haptoglobins
Pathology and Laboratory,83013,"H pylori (c-13), breath"
Pathology and Laboratory,83014,H pylori drug admin
Pathology and Laboratory,83015,Heavy metal screen
Pathology and Laboratory,83018,"Quantitative screen, metals"
Pathology and Laboratory,83019,No Longer Valid
Pathology and Laboratory,83020,Hemoglobin electrophoresis
Pathology and Laboratory,83021,Hemoglobin chromotography
Pathology and Laboratory,83026,"Hemoglobin, copper sulfate"
Pathology and Laboratory,83030,"Fetal hemoglobin, chemical"
Pathology and Laboratory,83033,"Fetal hemoglobin assay, qual"
Pathology and Laboratory,83036,Glycosylated hemoglobin test
Pathology and Laboratory,83037,"Glycosylated hb, home device"
Pathology and Laboratory,83040,No Longer Valid
Pathology and Laboratory,83045,Blood methemoglobin test
Pathology and Laboratory,83050,Blood methemoglobin assay
Pathology and Laboratory,83051,Assay of plasma hemoglobin
Pathology and Laboratory,83052,No Longer Valid
Pathology and Laboratory,83053,No Longer Valid
Pathology and Laboratory,83055,Blood sulfhemoglobin test
Pathology and Laboratory,83060,Blood sulfhemoglobin assay
Pathology and Laboratory,83065,Assay of hemoglobin heat
Pathology and Laboratory,83068,Hemoglobin stability screen
Pathology and Laboratory,83069,Assay of urine hemoglobin
Pathology and Laboratory,83070,"Assay of hemosiderin, qual"
Pathology and Laboratory,83071,"Assay of hemosiderin, quant"
Pathology and Laboratory,83080,Assay of b hexosaminidase
Pathology and Laboratory,83086,No Longer Valid
Pathology and Laboratory,83087,No Longer Valid
Pathology and Laboratory,83088,Assay of histamine
Pathology and Laboratory,83090,Assay of homocystine
Pathology and Laboratory,83093,No Longer Valid
Pathology and Laboratory,83094,No Longer Valid
Pathology and Laboratory,83095,No Longer Valid
Pathology and Laboratory,83150,Assay of for hva
Pathology and Laboratory,83485,No Longer Valid
Pathology and Laboratory,83486,No Longer Valid
Pathology and Laboratory,83491,Assay of corticosteroids
Pathology and Laboratory,83492,No Longer Valid
Pathology and Laboratory,83493,No Longer Valid
Pathology and Laboratory,83494,No Longer Valid
Pathology and Laboratory,83495,No Longer Valid
Pathology and Laboratory,83496,No Longer Valid
Pathology and Laboratory,83497,Assay of 5-hiaa
Pathology and Laboratory,83498,Assay of progesterone
Pathology and Laboratory,83499,Assay of progesterone
Pathology and Laboratory,83500,"Assay, free hydroxyproline"
Pathology and Laboratory,83505,"Assay, total hydroxyproline"
Pathology and Laboratory,83510,No Longer Valid
Pathology and Laboratory,83516,"Immunoassay, nonantibody"
Pathology and Laboratory,83518,"Immunoassay, dipstick"
Pathology and Laboratory,83519,"Immunoassay, nonantibody"
Pathology and Laboratory,83520,"Immunoassay, RIA"
Pathology and Laboratory,83523,No Longer Valid
Pathology and Laboratory,83524,No Longer Valid
Pathology and Laboratory,83525,Assay of insulin
Pathology and Laboratory,83526,No Longer Valid
Pathology and Laboratory,83527,Assay of insulin
Pathology and Laboratory,83528,Assay of intrinsic factor
Pathology and Laboratory,83530,No Longer Valid
Pathology and Laboratory,83540,Assay of iron
Pathology and Laboratory,83545,No Longer Valid
Pathology and Laboratory,83546,No Longer Valid
Pathology and Laboratory,83550,Iron binding test
Pathology and Laboratory,83555,No Longer Valid
Pathology and Laboratory,83565,No Longer Valid
Pathology and Laboratory,83570,Assay of idh enzyme
Pathology and Laboratory,83571,No Longer Valid
Pathology and Laboratory,83576,No Longer Valid
Pathology and Laboratory,83578,No Longer Valid
Pathology and Laboratory,83582,Assay of ketogenic steroids
Pathology and Laboratory,83583,No Longer Valid
Pathology and Laboratory,83584,No Longer Valid
Pathology and Laboratory,83586,Assay 17- ketosteroids
Pathology and Laboratory,83587,No Longer Valid
Pathology and Laboratory,83588,No Longer Valid
Pathology and Laboratory,83589,No Longer Valid
Pathology and Laboratory,83590,No Longer Valid
Pathology and Laboratory,83593,"Fractionation, ketosteroids"
Pathology and Laboratory,83597,No Longer Valid
Pathology and Laboratory,83599,No Longer Valid
Pathology and Laboratory,83600,No Longer Valid
Pathology and Laboratory,83605,Assay of lactic acid
Pathology and Laboratory,83610,No Longer Valid
Pathology and Laboratory,83615,Lactate (LD) (LDH) enzyme
Pathology and Laboratory,83620,No Longer Valid
Pathology and Laboratory,83624,No Longer Valid
Pathology and Laboratory,83625,Assay of ldh enzymes
Pathology and Laboratory,83626,No Longer Valid
Pathology and Laboratory,83628,No Longer Valid
Pathology and Laboratory,83629,No Longer Valid
Pathology and Laboratory,83630,"Lactoferrin, fecal (qual)"
Pathology and Laboratory,83631,"Lactoferrin, Fecal (Quant)"
Pathology and Laboratory,83632,Placental lactogen
Pathology and Laboratory,83633,Test urine for lactose
Pathology and Laboratory,83634,Assay of urine for lactose
Pathology and Laboratory,83645,No Longer Valid
Pathology and Laboratory,83650,No Longer Valid
Pathology and Laboratory,83655,Assay of lead
Pathology and Laboratory,83660,No Longer Valid
Pathology and Laboratory,83661,"L/s ratio, fetal lung"
Pathology and Laboratory,83662,"Foam stability, fetal lung"
Pathology and Laboratory,83663,"Fluoro polarize, fetal lung"
Pathology and Laboratory,83664,"Lamellar bdy, fetal lung"
Pathology and Laboratory,83670,Assay of lap enzyme
Pathology and Laboratory,83675,No Longer Valid
Pathology and Laboratory,83680,No Longer Valid
Pathology and Laboratory,83681,No Longer Valid
Pathology and Laboratory,83685,No Longer Valid
Pathology and Laboratory,83690,Assay of lipase
Pathology and Laboratory,83695,Assay of lipoprotein(a)
Pathology and Laboratory,83698,Assay Lipoprotein Pla2
Pathology and Laboratory,83700,"Lipopro Bld, Electrophoretic"
Pathology and Laboratory,83701,"Lipoprotein bld, hr fraction"
Pathology and Laboratory,83704,"Lipoprotein, bld, by nmr"
Pathology and Laboratory,83705,lipoproteins No Longer Valid - 06 Assay of blood
Pathology and Laboratory,83715,lipoproteins No Longer Valid - 06 Assay of blood
Pathology and Laboratory,83716,lipoproteins
Pathology and Laboratory,83717,No Longer Valid
Pathology and Laboratory,83718,Assay of lipoprotein
Pathology and Laboratory,83719,Assay of blood lipoprotein
Pathology and Laboratory,83720,No Longer Valid
Pathology and Laboratory,83721,Assay of blood lipoprotein
Pathology and Laboratory,83725,No Longer Valid
Pathology and Laboratory,83727,Assay of lrh hormone
Pathology and Laboratory,83728,No Longer Valid
Pathology and Laboratory,83730,No Longer Valid
Pathology and Laboratory,83735,Assay of magnesium
Pathology and Laboratory,83740,No Longer Valid
Pathology and Laboratory,83750,No Longer Valid
Pathology and Laboratory,83755,No Longer Valid
Pathology and Laboratory,83760,No Longer Valid
Pathology and Laboratory,83765,No Longer Valid
Pathology and Laboratory,83775,Assay of md enzyme
Pathology and Laboratory,83785,Assay of manganese
Pathology and Laboratory,83788,Mass spectrometry qual
Pathology and Laboratory,83789,Mass spectrometry quant
Pathology and Laboratory,83790,No Longer Valid
Pathology and Laboratory,83795,No Longer Valid
Pathology and Laboratory,83799,No Longer Valid
Pathology and Laboratory,83805,Assay of meprobamate
Pathology and Laboratory,83825,Assay of mercury
Pathology and Laboratory,83830,No Longer Valid
Pathology and Laboratory,83835,Assay of metanephrines
Pathology and Laboratory,83840,Assay of methadone
Pathology and Laboratory,83842,No Longer Valid
Pathology and Laboratory,83845,No Longer Valid
Pathology and Laboratory,83857,Assay of methemalbumin
Pathology and Laboratory,83858,Assay of methsuximide
Pathology and Laboratory,83859,No Longer Valid
Pathology and Laboratory,83860,No Longer Valid
Pathology and Laboratory,83861,No Longer Valid
Pathology and Laboratory,83862,No Longer Valid
Pathology and Laboratory,83864,Mucopolysaccharides
Pathology and Laboratory,83865,No Longer Valid
Pathology and Laboratory,83866,Mucopolysaccharides screen
Pathology and Laboratory,83872,Assay synovial fluid mucin
Pathology and Laboratory,83873,Assay of csf protein
Pathology and Laboratory,83874,Assay of myoglobin
Pathology and Laboratory,83875,No Longer Valid
Pathology and Laboratory,83876,"Assay, myeloperoxidase"
Pathology and Laboratory,83880,Natriuretic peptide
Pathology and Laboratory,83883,"Assay, nephelometry not spec"
Pathology and Laboratory,83885,Assay of nickel
Pathology and Laboratory,83887,Assay of nicotine
Pathology and Laboratory,83890,Molecule isolate
Pathology and Laboratory,83891,Molecule isolate nucleic
Pathology and Laboratory,83892,Molecular diagnostics
Pathology and Laboratory,83893,Molecule dot/slot/blot
Pathology and Laboratory,83894,Molecule gel electrophor
Pathology and Laboratory,83895,No Longer Valid
Pathology and Laboratory,83896,Molecular diagnostics
Pathology and Laboratory,83897,Molecule nucleic transfer
Pathology and Laboratory,83898,"Molecule nucleic ampli, each"
Pathology and Laboratory,83900,Molecule Nucleic Ampli 2 Seq
Pathology and Laboratory,83901,Molecule nucleic ampli addon
Pathology and Laboratory,83902,Molecular diagnostics
Pathology and Laboratory,83903,Molecule mutation scan
Pathology and Laboratory,83904,Molecule mutation identify
Pathology and Laboratory,83905,Molecule mutation identify
Pathology and Laboratory,83906,Molecule mutation identify
Pathology and Laboratory,83907,Lyse cells for nucleic ext
Pathology and Laboratory,83908,"Nucleic acid, signal ampli"
Pathology and Laboratory,83909,"Nucleic acid, high resolute"
Pathology and Laboratory,83910,No Longer Valid
Pathology and Laboratory,83912,Genetic examination
Pathology and Laboratory,83913,"Molecular, rna stabilization"
Pathology and Laboratory,83914,Mutation ident ola/sbce/aspe
Pathology and Laboratory,83915,Assay of nucleotidase
Pathology and Laboratory,83916,Oligoclonal bands
Pathology and Laboratory,83917,No Longer Valid
Pathology and Laboratory,83918,"Organic acids, total, quant"
Pathology and Laboratory,83919,"Organic acids, qual, each"
Pathology and Laboratory,83920,No Longer Valid
Pathology and Laboratory,83921,"Organic acid,  single, quant"
Pathology and Laboratory,83925,Assay of opiates
Pathology and Laboratory,83930,Assay of blood osmolality
Pathology and Laboratory,83935,Assay of urine osmolality
Pathology and Laboratory,83937,Assay of osteocalcin
Pathology and Laboratory,83938,No Longer Valid
Pathology and Laboratory,83945,Assay of oxalate
Pathology and Laboratory,83946,No Longer Valid
Pathology and Laboratory,83947,No Longer Valid
Pathology and Laboratory,83948,No Longer Valid
Pathology and Laboratory,83949,No Longer Valid
Pathology and Laboratory,83950,"Oncoprotein, her-2/neu"
Pathology and Laboratory,83951,"Oncoprotein, dcp"
Pathology and Laboratory,83965,No Longer Valid
Pathology and Laboratory,83970,Assay of parathormone
Pathology and Laboratory,83971,No Longer Valid
Pathology and Laboratory,83972,No Longer Valid
Pathology and Laboratory,83973,No Longer Valid
Pathology and Laboratory,83975,No Longer Valid
Pathology and Laboratory,83985,No Longer Valid
Pathology and Laboratory,83986,Assay of body fluid acidity
Pathology and Laboratory,83992,Assay for phencyclidine
Pathology and Laboratory,83993,Assay For Calprotectin Fecal
Pathology and Laboratory,83995,No Longer Valid
Pathology and Laboratory,84005,No Longer Valid
Pathology and Laboratory,84021,No Longer Valid
Pathology and Laboratory,84022,Assay of phenothiazine
Pathology and Laboratory,84030,Assay of blood pku
Pathology and Laboratory,84031,No Longer Valid
Pathology and Laboratory,84033,No Longer Valid
Pathology and Laboratory,84035,Assay of phenylketones
Pathology and Laboratory,84037,No Longer Valid
Pathology and Laboratory,84038,No Longer Valid
Pathology and Laboratory,84039,No Longer Valid
Pathology and Laboratory,84040,No Longer Valid
Pathology and Laboratory,84045,No Longer Valid
Pathology and Laboratory,84060,Assay acid phosphatase
Pathology and Laboratory,84061,"Phosphatase, forensic exam"
Pathology and Laboratory,84065,No Longer Valid
Pathology and Laboratory,84066,Assay prostate phosphatase
Pathology and Laboratory,84075,Assay alkaline phosphatase
Pathology and Laboratory,84078,Assay alkaline phosphatase
Pathology and Laboratory,84080,Assay alkaline phosphatases
Pathology and Laboratory,84081,Amniotic fluid enzyme test
Pathology and Laboratory,84082,No Longer Valid
Pathology and Laboratory,84083,No Longer Valid
Pathology and Laboratory,84085,Assay of rbc pg6d enzyme
Pathology and Laboratory,84087,Assay phosphohexose enzymes
Pathology and Laboratory,84090,No Longer Valid
Pathology and Laboratory,84100,Assay of phosphorus
Pathology and Laboratory,84105,Assay of urine phosphorus
Pathology and Laboratory,84106,Test for porphobilinogen
Pathology and Laboratory,84110,Assay of porphobilinogen
Pathology and Laboratory,84118,No Longer Valid
Pathology and Laboratory,84119,Test urine for porphyrins
Pathology and Laboratory,84120,Assay of urine porphyrins
Pathology and Laboratory,84121,No Longer Valid
Pathology and Laboratory,84126,Assay of feces porphyrins
Pathology and Laboratory,84127,Assay of feces porphyrins
Pathology and Laboratory,84128,No Longer Valid
Pathology and Laboratory,84132,Assay of serum potassium
Pathology and Laboratory,84133,Assay of urine potassium
Pathology and Laboratory,84134,Assay of prealbumin
Pathology and Laboratory,84135,Assay of pregnanediol
Pathology and Laboratory,84136,No Longer Valid
Pathology and Laboratory,84138,Assay of pregnanetriol
Pathology and Laboratory,84139,No Longer Valid
Pathology and Laboratory,84140,Assay of pregnenolone
Pathology and Laboratory,84141,No Longer Valid
Pathology and Laboratory,84142,No Longer Valid
Pathology and Laboratory,84143,Assay of 17-hydroxypregneno
Pathology and Laboratory,84144,Assay of progesterone
Pathology and Laboratory,84146,Assay of prolactin
Pathology and Laboratory,84147,No Longer Valid
Pathology and Laboratory,84149,No Longer Valid
Pathology and Laboratory,84150,Assay of prostaglandin
Pathology and Laboratory,84152,"Assay of psa, complexed"
Pathology and Laboratory,84153,"Assay of psa, total"
Pathology and Laboratory,84154,"Assay of psa, free"
Pathology and Laboratory,84155,"Assay of protein, serum"
Pathology and Laboratory,84156,"Assay of protein, urine"
Pathology and Laboratory,84157,"Assay of protein, other"
Pathology and Laboratory,84160,"Assay of protein, any source"
Pathology and Laboratory,84163,"Pappa, serum"
Pathology and Laboratory,84165,"Protein E-Phoresis, Serum"
Pathology and Laboratory,84166,Protein e-phoresis/urine/csf
Pathology and Laboratory,84170,No Longer Valid
Pathology and Laboratory,84175,No Longer Valid
Pathology and Laboratory,84176,No Longer Valid
Pathology and Laboratory,84180,No Longer Valid
Pathology and Laboratory,84181,Western blot test
Pathology and Laboratory,84182,"Protein, western blot test"
Pathology and Laboratory,84185,No Longer Valid
Pathology and Laboratory,84190,No Longer Valid
Pathology and Laboratory,84195,No Longer Valid
Pathology and Laboratory,84200,No Longer Valid
Pathology and Laboratory,84201,No Longer Valid
Pathology and Laboratory,84202,Assay RBC protoporphyrin
Pathology and Laboratory,84203,Test RBC protoporphyrin
Pathology and Laboratory,84205,No Longer Valid
Pathology and Laboratory,84206,Assay of proinsulin
Pathology and Laboratory,84207,Assay of vitamin B-6
Pathology and Laboratory,84208,No Longer Valid
Pathology and Laboratory,84210,Assay of pyruvate
Pathology and Laboratory,84220,Assay of pyruvate kinase
Pathology and Laboratory,84228,Assay of quinine
Pathology and Laboratory,84230,No Longer Valid
Pathology and Laboratory,84231,No Longer Valid
Pathology and Laboratory,84232,No Longer Valid
Pathology and Laboratory,84233,Assay of estrogen
Pathology and Laboratory,84234,Assay of progesterone
Pathology and Laboratory,84235,Assay of endocrine hormone
Pathology and Laboratory,84236,No Longer Valid
Pathology and Laboratory,84238,"Assay, nonendocrine receptor"
Pathology and Laboratory,84244,Assay of renin
Pathology and Laboratory,84246,No Longer Valid
Pathology and Laboratory,84252,Assay of vitamin B-2
Pathology and Laboratory,84255,Assay of selenium
Pathology and Laboratory,84260,Assay of serotonin
Pathology and Laboratory,84270,Assay of sex hormone globul
Pathology and Laboratory,84275,Assay of sialic acid
Pathology and Laboratory,84285,Assay of silica
Pathology and Laboratory,84295,Assay of serum sodium
Pathology and Laboratory,84300,Assay of urine sodium
Pathology and Laboratory,84302,Assay of sweat sodium
Pathology and Laboratory,84305,Assay of somatomedin
Pathology and Laboratory,84307,Assay of somatostatin
Pathology and Laboratory,84310,No Longer Valid
Pathology and Laboratory,84311,Spectrophotometry
Pathology and Laboratory,84315,Body fluid specific gravity
Pathology and Laboratory,84318,No Longer Valid
Pathology and Laboratory,84324,No Longer Valid
Pathology and Laboratory,84375,"Chromatogram assay, sugars"
Pathology and Laboratory,84376,"Sugars, single, qual"
Pathology and Laboratory,84377,"Sugars, multiple, qual"
Pathology and Laboratory,84378,"Sugars, single, quant"
Pathology and Laboratory,84379,Sugars multiple quant
Pathology and Laboratory,84392,Assay of urine sulfate
Pathology and Laboratory,84395,No Longer Valid
Pathology and Laboratory,84402,Assay of testosterone
Pathology and Laboratory,84403,Assay of total testosterone
Pathology and Laboratory,84405,No Longer Valid
Pathology and Laboratory,84406,No Longer Valid
Pathology and Laboratory,84407,No Longer Valid
Pathology and Laboratory,84408,No Longer Valid
Pathology and Laboratory,84409,No Longer Valid
Pathology and Laboratory,84410,No Longer Valid
Pathology and Laboratory,84420,No Longer Valid
Pathology and Laboratory,84425,Assay of vitamin B-1
Pathology and Laboratory,84430,Assay of thiocyanate
Pathology and Laboratory,84432,Assay of thyroglobulin
Pathology and Laboratory,84434,No Longer Valid
Pathology and Laboratory,84435,No Longer Valid
Pathology and Laboratory,84436,Assay of total thyroxine
Pathology and Laboratory,84437,Assay of neonatal thyroxine
Pathology and Laboratory,84439,Assay of free thyroxine
Pathology and Laboratory,84442,Assay of thyroid activity
Pathology and Laboratory,84443,Assay thyroid stim hormone
Pathology and Laboratory,84444,No Longer Valid
Pathology and Laboratory,84445,Assay of tsi
Pathology and Laboratory,84446,Assay of vitamin E
Pathology and Laboratory,84447,No Longer Valid
Pathology and Laboratory,84448,No Longer Valid
Pathology and Laboratory,84449,Assay of transcortin
Pathology and Laboratory,84450,Transferase (AST) (SGOT)
Pathology and Laboratory,84455,No Longer Valid
Pathology and Laboratory,84460,Alanine amino (ALT) (SGPT)
Pathology and Laboratory,84465,No Longer Valid
Pathology and Laboratory,84466,Assay of transferrin
Pathology and Laboratory,84472,No Longer Valid
Pathology and Laboratory,84474,No Longer Valid
Pathology and Laboratory,84476,No Longer Valid
Pathology and Laboratory,84478,Assay of triglycerides
Pathology and Laboratory,84479,Assay of thyroid (t3 or t4)
Pathology and Laboratory,84480,"Assay, triiodothyronine (t3)"
Pathology and Laboratory,84481,Free assay (FT-3)
Pathology and Laboratory,84482,T3 reverse
Pathology and Laboratory,84483,No Longer Valid
Pathology and Laboratory,84484,"Assay of troponin, quant"
Pathology and Laboratory,84485,Assay duodenal fluid trypsin
Pathology and Laboratory,84488,Test feces for trypsin
Pathology and Laboratory,84490,Assay of feces for trypsin
Pathology and Laboratory,84510,Assay of tyrosine
Pathology and Laboratory,84512,"Assay of troponin, qual"
Pathology and Laboratory,84520,Assay of urea nitrogen
Pathology and Laboratory,84525,Urea nitrogen semi-quant
Pathology and Laboratory,84540,Assay of urine/urea-n
Pathology and Laboratory,84545,Urea-N clearance test
Pathology and Laboratory,84550,Assay of blood/uric acid
Pathology and Laboratory,84555,No Longer Valid
Pathology and Laboratory,84560,Assay of urine/uric acid
Pathology and Laboratory,84565,No Longer Valid
Pathology and Laboratory,84570,No Longer Valid
Pathology and Laboratory,84575,No Longer Valid
Pathology and Laboratory,84577,Assay of feces/urobilinogen
Pathology and Laboratory,84578,Test urine urobilinogen
Pathology and Laboratory,84580,Assay of urine urobilinogen
Pathology and Laboratory,84583,Assay of urine urobilinogen
Pathology and Laboratory,84584,No Longer Valid
Pathology and Laboratory,84585,Assay of urine vma
Pathology and Laboratory,84586,Assay of vip
Pathology and Laboratory,84588,Assay of vasopressin
Pathology and Laboratory,84589,No Longer Valid
Pathology and Laboratory,84590,Assay of vitamin A
Pathology and Laboratory,84591,Assay of nos vitamin
Pathology and Laboratory,84595,No Longer Valid
Pathology and Laboratory,84597,Assay of vitamin K
Pathology and Laboratory,84600,Assay of volatiles
Pathology and Laboratory,84605,No Longer Valid
Pathology and Laboratory,84610,No Longer Valid
Pathology and Laboratory,84613,No Longer Valid
Pathology and Laboratory,84615,No Longer Valid
Pathology and Laboratory,84620,Xylose tolerance test
Pathology and Laboratory,84630,Assay of zinc
Pathology and Laboratory,84635,No Longer Valid
Pathology and Laboratory,84681,Assay of c-peptide
Pathology and Laboratory,84695,No Longer Valid
Pathology and Laboratory,84702,Chorionic gonadotropin test
Pathology and Laboratory,84703,Chorionic gonadotropin assay
Pathology and Laboratory,84704,"Hcg, Free Betachain Test"
Pathology and Laboratory,84800,No Longer Valid
Pathology and Laboratory,84810,No Longer Valid
Pathology and Laboratory,84830,Ovulation tests
Pathology and Laboratory,84999,Clinical chemistry test
Pathology and Laboratory,85000,No Longer Valid
Pathology and Laboratory,85002,Bleeding time test
Pathology and Laboratory,85004,Automated diff wbc count
Pathology and Laboratory,85005,No Longer Valid
Pathology and Laboratory,85007,Bl Smear W/Diff Wbc Count
Pathology and Laboratory,85008,Bl Smear W/O Diff Wbc Count
Pathology and Laboratory,85009,Manual Diff Wbc Count B-Coat
Pathology and Laboratory,85012,No Longer Valid
Pathology and Laboratory,85013,Spun microhematocrit
Pathology and Laboratory,85014,Hematocrit
Pathology and Laboratory,85018,Hemoglobin
Pathology and Laboratory,85021,No Longer Valid
Pathology and Laboratory,85022,No Longer Valid
Pathology and Laboratory,85023,No Longer Valid
Pathology and Laboratory,85024,No Longer Valid
Pathology and Laboratory,85025,Complete Cbc W/Auto Diff Wbc
Pathology and Laboratory,85027,"Complete Cbc, Automated"
Pathology and Laboratory,85029,No Longer Valid
Pathology and Laboratory,85030,No Longer Valid
Pathology and Laboratory,85031,No Longer Valid
Pathology and Laboratory,85032,"Manual cell count, each"
Pathology and Laboratory,85041,Automated Rbc Count
Pathology and Laboratory,85044,Manual Reticulocyte Count
Pathology and Laboratory,85045,Automated Reticulocyte Count
Pathology and Laboratory,85046,Reticyte/hgb concentrate
Pathology and Laboratory,85048,Automated Leukocyte Count
Pathology and Laboratory,85049,Automated platelet count
Pathology and Laboratory,85055,Reticulated platelet assay
Pathology and Laboratory,85060,Blood smear interpretation
Pathology and Laboratory,85095,No Longer Valid
Pathology and Laboratory,85097,Bone marrow interpretation
Pathology and Laboratory,85100,No Longer Valid
Pathology and Laboratory,85101,No Longer Valid
Pathology and Laboratory,85102,No Longer Valid
Pathology and Laboratory,85103,No Longer Valid
Pathology and Laboratory,85105,No Longer Valid
Pathology and Laboratory,85109,No Longer Valid
Pathology and Laboratory,85130,Chromogenic substrate assay
Pathology and Laboratory,85170,Blood clot retraction
Pathology and Laboratory,85171,No Longer Valid
Pathology and Laboratory,85172,No Longer Valid
Pathology and Laboratory,85175,Blood clot lysis time
Pathology and Laboratory,85210,Blood clot factor II test
Pathology and Laboratory,85220,Blood clot factor V test
Pathology and Laboratory,85230,Blood clot factor VII test
Pathology and Laboratory,85240,Blood clot factor VIII test
Pathology and Laboratory,85242,No Longer Valid
Pathology and Laboratory,85244,Blood clot factor VIII test
Pathology and Laboratory,85245,Blood clot factor VIII test
Pathology and Laboratory,85246,Blood clot factor VIII test
Pathology and Laboratory,85247,Blood clot factor VIII test
Pathology and Laboratory,85250,Blood clot factor IX test
Pathology and Laboratory,85260,Blood clot factor X test
Pathology and Laboratory,85270,Blood clot factor XI test
Pathology and Laboratory,85280,Blood clot factor XII test
Pathology and Laboratory,85290,Blood clot factor XIII test
Pathology and Laboratory,85291,Blood clot factor XIII test
Pathology and Laboratory,85292,Blood clot factor assay
Pathology and Laboratory,85293,Blood clot factor assay
Pathology and Laboratory,85300,Antithrombin III test
Pathology and Laboratory,85301,Antithrombin III test
Pathology and Laboratory,85302,Blood clot inhibitor antigen
Pathology and Laboratory,85303,Blood clot inhibitor test
Pathology and Laboratory,85305,Blood clot inhibitor assay
Pathology and Laboratory,85306,Blood clot inhibitor test
Pathology and Laboratory,85307,Assay activated protein c
Pathology and Laboratory,85310,No Longer Valid
Pathology and Laboratory,85311,No Longer Valid
Pathology and Laboratory,85320,No Longer Valid
Pathology and Laboratory,85330,No Longer Valid
Pathology and Laboratory,85335,Factor inhibitor test
Pathology and Laboratory,85337,Thrombomodulin
Pathology and Laboratory,85340,No Longer Valid
Pathology and Laboratory,85341,No Longer Valid
Pathology and Laboratory,85345,Coagulation time
Pathology and Laboratory,85347,Coagulation time
Pathology and Laboratory,85348,Coagulation time
Pathology and Laboratory,85360,Euglobulin lysis
Pathology and Laboratory,85362,Fibrin degradation products
Pathology and Laboratory,85363,No Longer Valid
Pathology and Laboratory,85364,No Longer Valid
Pathology and Laboratory,85365,No Longer Valid
Pathology and Laboratory,85366,Fibrinogen test
Pathology and Laboratory,85367,No Longer Valid
Pathology and Laboratory,85368,No Longer Valid
Pathology and Laboratory,85369,No Longer Valid
Pathology and Laboratory,85370,Fibrinogen test
Pathology and Laboratory,85371,No Longer Valid
Pathology and Laboratory,85372,No Longer Valid
Pathology and Laboratory,85376,No Longer Valid
Pathology and Laboratory,85377,No Longer Valid
Pathology and Laboratory,85378,"Fibrin Degrade, Semiquant"
Pathology and Laboratory,85379,"Fibrin degradation, quant"
Pathology and Laboratory,85380,"Fibrin degradation, vte"
Pathology and Laboratory,85384,Fibrinogen
Pathology and Laboratory,85385,Fibrinogen
Pathology and Laboratory,85390,Fibrinolysins screen
Pathology and Laboratory,85392,No Longer Valid
Pathology and Laboratory,85395,No Longer Valid
Pathology and Laboratory,85396,"Clotting assay, whole blood"
Pathology and Laboratory,85397,Clotting funct activity
Pathology and Laboratory,85398,No Longer Valid
Pathology and Laboratory,85400,Fibrinolytic plasmin
Pathology and Laboratory,85410,Fibrinolytic antiplasmin
Pathology and Laboratory,85415,Fibrinolytic plasminogen
Pathology and Laboratory,85420,Fibrinolytic plasminogen
Pathology and Laboratory,85421,Fibrinolytic plasminogen
Pathology and Laboratory,85426,No Longer Valid
Pathology and Laboratory,85441,"Heinz bodies, direct"
Pathology and Laboratory,85445,"Heinz bodies, induced"
Pathology and Laboratory,85460,"Hemoglobin, fetal"
